6/21/2011,1295.52,2687.26
6/22/2011,1287.14,2669.19
6/23/2011,1283.5,2686.75
6/24/2011,1268.45,2652.89
6/27/2011,1280.1,2688.28
6/28/2011,1296.67,2729.31
6/29/2011,1307.41,2740.49
6/30/2011,1320.64,2773.52
7/1/2011,1339.67,2816.03
7/5/2011,1337.88,2825.77
7/6/2011,1339.22,2834.02
7/7/2011,1353.22,2872.66
7/8/2011,1343.8,2859.81
7/11/2011,1319.49,2802.62
7/12/2011,1313.64,2781.91
7/13/2011,1317.72,2796.92
7/14/2011,1308.87,2762.67
7/15/2011,1316.14,2789.8
7/18/2011,1305.44,2765.11
7/19/2011,1326.73,2826.52
7/20/2011,1325.84,2814.23
7/21/2011,1343.8,2834.43
7/22/2011,1345.02,2858.83
7/25/2011,1337.43,2842.8
7/26/2011,1331.94,2839.96
7/27/2011,1304.89,2764.79
7/28/2011,1300.67,2766.25
7/29/2011,1292.28,2756.38
8/1/2011,1286.94,2744.61
8/2/2011,1254.05,2669.24
8/3/2011,1260.34,2693.07
8/4/2011,1200.07,2556.39
8/5/2011,1199.38,2532.41
8/8/2011,1119.46,2357.69
8/9/2011,1172.53,2482.52
8/10/2011,1120.76,2381.05
8/11/2011,1172.64,2492.68
8/12/2011,1178.81,2507.98
8/15/2011,1204.49,2555.2
8/16/2011,1192.76,2523.45
8/17/2011,1193.89,2511.48
8/18/2011,1140.65,2380.43
8/19/2011,1123.53,2341.84
8/22/2011,1123.82,2345.38
8/23/2011,1162.35,2446.06
8/24/2011,1177.6,2467.69
8/25/2011,1159.27,2419.63
8/26/2011,1176.8,2479.85
8/29/2011,1210.08,2562.11
8/30/2011,1212.92,2576.11
8/31/2011,1218.89,2579.46
9/1/2011,1204.42,2546.04
9/2/2011,1173.97,2480.33
9/6/2011,1165.24,2473.83
9/7/2011,1198.62,2548.94
9/8/2011,1185.9,2529.14
9/9/2011,1154.23,2467.99
9/12/2011,1162.27,2495.09
9/13/2011,1172.87,2532.15
9/14/2011,1188.68,2572.55
9/15/2011,1209.11,2607.07
9/16/2011,1216.01,2622.31
9/19/2011,1204.09,2612.83
9/20/2011,1202.09,2590.24
9/21/2011,1166.76,2538.19
9/22/2011,1129.56,2455.67
9/23/2011,1136.43,2483.23
9/26/2011,1162.95,2516.69
9/27/2011,1175.38,2546.83
9/28/2011,1151.06,2491.58
9/29/2011,1160.4,2480.76
9/30/2011,1131.42,2415.4
10/3/2011,1099.23,2335.83
10/4/2011,1123.95,2404.82
10/5/2011,1144.03,2460.51
10/6/2011,1164.97,2506.82
10/7/2011,1155.46,2479.35
10/10/2011,1194.89,2566.05
10/11/2011,1195.54,2583.03
10/12/2011,1207.25,2604.73
10/13/2011,1203.66,2620.24
10/14/2011,1224.58,2667.85
10/17/2011,1200.86,2614.92
10/18/2011,1225.38,2657.43
10/19/2011,1209.88,2604.04
10/20/2011,1215.39,2598.62
10/21/2011,1238.25,2637.46
10/24/2011,1254.19,2699.44
10/25/2011,1229.05,2638.42
10/26/2011,1242,2650.67
10/27/2011,1284.59,2738.63
10/28/2011,1285.09,2737.15
10/31/2011,1253.3,2684.41
11/1/2011,1218.28,2606.96
11/2/2011,1237.9,2639.98
11/3/2011,1261.15,2697.97
11/4/2011,1253.23,2686.15
11/7/2011,1261.12,2695.25
11/8/2011,1275.92,2727.49
11/9/2011,1229.1,2621.65
11/10/2011,1239.7,2625.15
11/11/2011,1263.85,2678.75
11/14/2011,1251.78,2657.22
11/15/2011,1257.81,2686.2
11/16/2011,1236.91,2639.61
11/17/2011,1216.13,2587.99
11/18/2011,1215.65,2572.5
11/21/2011,1192.98,2523.14
11/22/2011,1188.04,2521.28
11/23/2011,1161.79,2460.08
11/25/2011,1158.67,2441.51
11/28/2011,1192.55,2527.34
11/29/2011,1195.19,2515.51
11/30/2011,1246.96,2620.34
12/1/2011,1244.58,2626.2
12/2/2011,1244.28,2626.93
12/5/2011,1257.08,2655.76
12/6/2011,1258.47,2649.56
12/7/2011,1261.01,2649.21
12/8/2011,1234.35,2596.38
12/9/2011,1255.19,2646.85
12/12/2011,1236.47,2612.26
12/13/2011,1225.73,2579.27
12/14/2011,1211.82,2539.31
12/15/2011,1215.75,2541.01
12/16/2011,1219.66,2555.33
12/19/2011,1205.35,2523.14
12/20/2011,1241.3,2603.73
12/21/2011,1243.72,2577.97
12/22/2011,1254,2599.45
12/23/2011,1265.33,2618.64
12/27/2011,1265.43,2625.2
12/28/2011,1249.64,2589.98
12/29/2011,1263.02,2613.74
12/30/2011,1257.6,2605.15
12/31/2011,1257.6,2605.15
